"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000231620",0,NA,NA,NA,NA,NA
"ENSG00000259831",0.145521346386082,0.392643900364716,2.3557388706668,0.16667547717357,0.867625401976613,0.999962774395567
"ENSG00000233480",0.0429594241363861,-0.311452613224536,3.18533771580458,-0.0977769520886945,0.922109409241335,0.999962774395567
"ENSG00000225760",6.65500168157019,0.112050024669572,0.699784866117458,0.16012067435989,0.872786015510234,0.999962774395567
"ENSG00000233236",0.0204801385231484,0.229550098012733,3.18533771580458,0.0720646030321314,0.942550495644034,0.999962774395567
"ENSG00000225870",0.775573102009424,1.2055786602726,1.0889613582807,1.10709039499439,0.268254847854382,0.999962774395567
"ENSG00000226968",0.100188002047649,-0.67212027414336,3.18533771580458,-0.211004400195472,0.832883837798442,0.999962774395567
"ENSG00000226903",0.0286255202741761,-0.311452613224536,3.18533771580458,-0.0977769520886945,0.922109409241335,0.999962774395567
"ENSG00000224924",2.33798684310327,0.421941841534348,0.931846893736797,0.452801682733866,0.650691551817935,0.999962774395567
"ENSG00000260385",0.166155031796932,0.421189731295114,2.28246714451848,0.184532659016202,0.853595608868938,0.999962774395567
"ENSG00000229520",0,NA,NA,NA,NA,NA
"ENSG00000224243",0,NA,NA,NA,NA,NA
"ENSG00000260102",0.0807917144809079,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000234730",0.0384745499608036,0.229550098012733,3.18533771580458,0.0720646030321313,0.942550495644034,0.999962774395567
"ENSG00000260343",0.629550206756193,1.22782897203654,1.37659519504439,0.891931757757546,0.372429511268338,0.999962774395567
"ENSG00000223626",16.776217653137,0.229194255894461,0.447349192254109,0.512338593347166,0.608414059419075,0.999962774395567
"ENSG00000237527",0,NA,NA,NA,NA,NA
"ENSG00000238265",0,NA,NA,NA,NA,NA
"ENSG00000267868",2.50010363821416,1.32802797763583,0.669990067331726,1.98216069519474,0.0474612581897375,0.999962774395567
"ENSG00000233997",0.237460503774813,0.0592723394933151,1.85580641572821,0.0319388590269837,0.974520809413967,0.999962774395567
"ENSG00000227075",0,NA,NA,NA,NA,NA
"ENSG00000233215",3.07896168816554,0.337609172421184,0.506928859448536,0.665989252986018,0.505417969701354,0.999962774395567
"ENSG00000184856",0.0794348270071004,0.586850682575576,3.1847017388698,0.1842717876569,0.853800245108996,0.999962774395567
"ENSG00000227911",0.944354828092154,-0.190951486368301,0.80949445167194,-0.235889802547637,0.813518181380121,0.999962774395567
"ENSG00000237699",0,NA,NA,NA,NA,NA
"ENSG00000230490",11.1871859010967,0.0404380866816968,0.377808642186775,0.107033249550988,0.914762601932416,0.999962774395567
"ENSG00000226921",0.0800943174831936,-0.131117562906091,3.18533771580458,-0.0411628450746462,0.96716607388822,0.999962774395567
"ENSG00000234535",1.29202712193613,-0.662307882629086,0.606661347978977,-1.09172586128239,0.274953614533245,0.999962774395567
"ENSG00000232986",0.223168980214518,0.31777735981412,1.71268659520704,0.185543204870886,0.852802995932489,0.999962774395567
"ENSG00000229373",0.192996908089204,-0.967505997131053,1.69817013008894,-0.569734433546056,0.568857831806474,0.999962774395567
"ENSG00000215405",29.4354347488561,0.552591034797891,0.396024927833527,1.39534407043735,0.162912108403735,0.999962774395567
"ENSG00000225179",0.0714391897983596,0.586850682575576,3.1847017388698,0.1842717876569,0.853800245108996,0.999962774395567
